Country_Code,Year,Private_Spending,Public_Spending,Total_Spending,Mean_Graduation_Value
CRI,2008,0.0,3.446523,3.446523,
CRI,2009,0.0,4.359462,4.359462,
CRI,2010,0.0,4.820263,4.820263,
CRI,2011,0.0,4.587046,4.587046,
CRI,2012,0.0,4.754158,4.754158,
CRI,2014,0.0,4.659144,4.659144,
CRI,2015,0.0,4.847132,4.847132,30.088
CRI,2016,0.0,4.551488,4.551488,33.539
CRI,2018,0.0,3.882851,3.882851,43.998
CRI,2019,0.0,4.714241,4.714241,53.251
CRI,2020,0.0,4.38717,4.38717,74.932
EST,2000,0.0,3.861327,3.861327,
G20,2005,0.0,2.954645,2.954645,
G20,2009,0.0,3.114511,3.114511,
G20,2010,0.0,3.016746,3.016746,
G20,2011,0.0,3.148175,3.148175,
G20,2012,0.0,3.026062,3.026062,
G20,2013,0.0,3.047737,3.047737,
G20,2015,0.0,3.029086,3.029086,
GBR,2000,0.0,2.905133,2.905133,
GBR,2005,0.0,3.406936,3.406936,
GBR,2008,0.0,2.993188,2.993188,
GBR,2009,0.0,3.184743,3.184743,
GBR,2010,0.0,3.401168,3.401168,
HRV,2015,0.0,2.055046,2.055046,
HUN,2008,0.0,2.912021,2.912021,
HUN,2009,0.0,2.844634,2.844634,
HUN,2010,0.0,2.710769,2.710769,81.523
HUN,2011,0.0,1.5485,1.5485,81.929
IDN,2008,0.0,1.93772,1.93772,
IDN,2009,0.0,2.38484,2.38484,
IDN,2010,0.0,1.907982,1.907982,
IDN,2012,0.0,2.287771,2.287771,
IDN,2013,0.0,2.269749,2.269749,
IDN,2014,0.0,2.289216,2.289216,
IDN,2015,0.0,2.491962,2.491962,
IND,2009,0.0,1.790854,1.790854,
IND,2010,0.0,1.78612,1.78612,
IND,2011,0.0,2.116583,2.116583,
IND,2012,0.0,2.247851,2.247851,
IND,2013,0.0,2.362807,2.362807,
IND,2015,0.0,2.571205,2.571205,
LTU,2000,0.0,3.595114,3.595114,
LTU,2005,0.0,3.030378,3.030378,77.703
LUX,2005,0.0,3.695874,3.695874,72.102
NOR,2000,0.0,4.923635,4.923635,
NOR,2005,0.0,4.891086,4.891086,73.989
NOR,2008,0.0,4.613819,4.613819,
NOR,2009,0.0,4.99576,4.99576,
NOR,2010,0.0,4.871195,4.871195,75.254
NOR,2011,0.0,4.739211,4.739211,77.69
OAVG,2000,0.0,3.222813,3.222813,
POL,2000,0.0,3.622087,3.622087,
PRT,2000,0.0,3.71078,3.71078,
PRT,2005,0.0,3.571123,3.571123,48.911
PRT,2008,0.0,3.263295,3.263295,
PRT,2009,0.0,3.824104,3.824104,
PRT,2010,0.0,3.739345,3.739345,66.483
PRT,2011,0.0,3.559069,3.559069,66.899
SWE,2011,0.0,3.615736,3.615736,75.434
SWE,2012,0.0,3.649807,3.649807,77.126
TUR,2005,0.0,1.906139,1.906139,47.549
TUR,2008,0.0,2.040376,2.040376,
TUR,2009,0.0,2.351217,2.351217,
TUR,2010,0.0,2.357364,2.357364,54.188
ZAF,2017,0.0,4.061841,4.061841,
ZAF,2018,0.0,4.148211,4.148211,
ZAF,2019,0.0,4.287914,4.287914,
ZAF,2020,0.0,5.321553,5.321553,
