SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST
2021;02VC;00;Comenius Chr SGM;0080;LEEUWARDEN;LEEUWARDEN;Friesland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;19;7,2;0;,0;0;,0;0;,0;7,3
2021;02VC;00;Comenius Chr SGM;0080;LEEUWARDEN;LEEUWARDEN;Friesland;VWO;1036;hndv;handvaardigheid; ;0;0;2;5,8;2;5,8;2;6,9;2;6,9;6,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;0131;ak;aardrijkskunde; ;0;0;38;6,3;37;6,3;38;6,6;37;6,6;6,5
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;26;26;0;,0;0;,0;0;,0;0;,0;,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;94;94;0;,0;0;,0;0;,0;0;,0;,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;0400;beco;bedrijfseconomie; ;0;0;29;6,0;29;6,0;29;6,0;29;6,0;5,9
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;121;6,3;121;6,3;121;6,1;121;6,1;6,2
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;120;7,1;120;7,1;120;7,3;120;7,3;7,2
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;37;6,9;35;6,9;37;6,3;35;6,3;6,7
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;44;6,8;42;6,8;44;6,1;42;6,0;6,4
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1005;sptl;Spaanse taal en literatuur; ;0;0;24;7,1;24;7,1;24;6,9;24;6,9;7,1
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1018;biol;biologie; ;0;0;73;6,2;73;6,2;73;6,2;73;6,2;6,3
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1019;maat;maatschappijleer; ;0;0;111;7,5;0;,0;0;,0;0;,0;7,6
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;87;7,1;0;,0;0;,0;0;,0;7,1
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1021;ges;geschiedenis; ;0;0;39;6,7;38;6,6;39;6,3;38;6,2;6,5
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1022;econ;economie; ;0;0;49;5,9;47;5,8;49;5,2;47;5,1;5,5
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1023;nat;natuurkunde; ;0;0;77;6,4;76;6,4;77;6,6;76;6,6;6,5
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1024;wisA;wiskunde A; ;0;0;71;6,6;69;6,5;71;6,6;69;6,5;6,6
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1025;wisB;wiskunde B; ;0;0;49;6,2;49;6,2;49;6,8;49;6,8;6,6
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1026;wisC;wiskunde C; ;0;0;3;6,4;3;6,4;3;5,1;3;5,1;5,7
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1027;wisD;wiskunde D; ;0;0;6;7,1;0;,0;0;,0;0;,0;7,2
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1028;schk;scheikunde; ;0;0;84;6,2;84;6,2;84;6,4;84;6,4;6,3
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;10;7,4;10;7,4;10;6,7;10;6,7;7,1
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1031;kumu;kunst (muziek); ;0;0;8;7,1;8;7,1;8;6,1;8;6,1;6,6
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1032;kudr;kunst (drama); ;0;0;24;6,9;24;6,9;24;6,1;24;6,1;6,5
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;43;6,9;0;,0;0;,0;0;,0;7,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1038;bsm;bewegen, sport en maatschappij; ;0;0;1;5,7;0;,0;0;,0;0;,0;6,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1052;chtc;Chinese taal en cultuur; ;0;0;3;8,4;0;,0;0;,0;0;,0;8,3
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1060;gds;godsdienst; ;0;0;120;7,0;0;,0;0;,0;0;,0;7,0
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1110;ltc;Latijnse taal en cultuur; ;0;0;17;7,1;16;7,1;17;5,3;16;5,3;6,3
2021;02VD;00;Visser t Hooft Lyceum;0546;LEIDEN;LEIDEN;Zuid-Holland;VWO;1111;gtc;Griekse taal en cultuur; ;0;0;9;6,1;8;6,1;9;6,0;8;6,1;6,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0131;ak;aardrijkskunde; ;0;0;29;6,8;29;6,8;29;6,2;29;6,2;6,5
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0260;mu;muziek; ;0;0;11;7,7;11;7,7;11;6,5;11;6,5;7,1
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0270;te;tekenen; ;0;0;14;7,2;14;7,2;14;7,0;14;7,0;7,3
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0311;fi;filosofie; ;0;0;5;7,5;5;7,5;5;7,3;5;7,3;7,6
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding;G;35;35;0;,0;0;,0;0;,0;0;,0;,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding;V;45;45;0;,0;0;,0;0;,0;0;,0;,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0400;beco;bedrijfseconomie; ;0;0;18;6,9;18;6,9;18;6,2;18;6,2;6,6
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;80;7,0;80;7,0;80;6,1;80;6,1;6,7
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;80;7,0;80;7,0;80;7,1;80;7,1;7,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;11;7,2;11;7,2;11;7,2;11;7,2;7,3
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;23;6,7;23;6,7;23;6,6;23;6,6;6,7
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1005;sptl;Spaanse taal en literatuur; ;0;0;40;6,5;40;6,5;40;6,9;40;6,9;6,7
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1018;biol;biologie; ;0;0;58;6,8;58;6,8;58;6,3;58;6,3;6,6
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1019;maat;maatschappijleer; ;0;0;75;7,1;0;,0;0;,0;0;,0;7,2
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;57;8,2;0;,0;0;,0;0;,0;8,2
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1021;ges;geschiedenis; ;0;0;38;6,9;38;6,9;38;6,8;38;6,8;6,9
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1022;econ;economie; ;0;0;23;7,0;23;7,0;23;5,7;23;5,7;6,3
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1023;nat;natuurkunde; ;0;0;42;6,8;42;6,8;42;7,1;42;7,1;7,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1024;wisA;wiskunde A; ;0;0;32;6,4;32;6,4;32;6,9;32;6,9;6,6
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1025;wisB;wiskunde B; ;0;0;48;7,1;48;7,1;48;7,2;48;7,2;7,3
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1027;wisD;wiskunde D; ;0;0;11;7,6;0;,0;0;,0;0;,0;7,6
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1028;schk;scheikunde; ;0;0;42;7,1;42;7,1;42;6,9;42;6,9;7,0
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1034;maw;maatschappijwetenschappen; ;0;0;21;6,7;21;6,7;21;6,5;21;6,5;6,7
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;11;7,3;0;,0;0;,0;0;,0;7,5
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1036;hndv;handvaardigheid; ;0;0;3;7,8;3;7,8;3;7,1;3;7,1;7,7
2021;02VE;00;NSG Groenewoud;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1110;ltc;Latijnse taal en cultuur; ;0;0;18;6,5;18;6,5;18;5,5;18;5,5;6,1
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;16;16;0;,0;0;,0;0;,0;0;,0;,0
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;10;10;0;,0;0;,0;0;,0;0;,0;,0
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;26;7,3;26;7,3;26;6,4;26;6,4;6,8
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;26;6,9;26;6,9;26;7,5;26;7,5;7,2
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;13;6,3;13;6,3;13;6,3;13;6,3;6,5
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;18;6,3;18;6,3;18;6,7;18;6,7;6,6
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1018;biol;biologie; ;0;0;14;6,8;14;6,8;14;6,4;14;6,4;6,6
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1019;maat;maatschappijleer; ;0;0;26;7,3;0;,0;0;,0;0;,0;7,4
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;26;8,1;0;,0;0;,0;0;,0;8,1
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1021;ges;geschiedenis; ;0;0;10;6,8;10;6,8;10;6,1;10;6,1;6,3
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1022;econ;economie; ;0;0;6;5,8;6;5,8;6;5,1;6;5,1;5,3
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1023;nat;natuurkunde; ;0;0;15;6,0;15;6,0;15;6,8;15;6,8;6,5
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1024;wisA;wiskunde A; ;0;0;10;6,4;10;6,4;10;6,7;10;6,7;6,6
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1025;wisB;wiskunde B; ;0;0;15;6,2;15;6,2;15;6,5;15;6,5;6,3
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1026;wisC;wiskunde C; ;0;0;1;5,7;1;5,7;1;4,9;1;4,9;5,0
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1028;schk;scheikunde; ;0;0;16;6,5;16;6,5;16;6,3;16;6,3;6,5
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;6;7,7;6;7,7;6;6,0;6;6,0;6,7
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1032;kudr;kunst (drama); ;0;0;20;7,3;20;7,3;20;6,6;20;6,6;6,9
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1034;maw;maatschappijwetenschappen; ;0;0;9;6,1;9;6,1;9;7,3;9;7,3;6,7
2021;02VG;00;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;4;7,4;0;,0;0;,0;0;,0;7,5
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0131;ak;aardrijkskunde; ;0;0;4;7,2;4;7,2;4;7,0;4;7,0;7,0
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0431;vomu;vooropleiding muziekvakonderwijs; ;0;0;5;7,9;0;,0;0;,0;0;,0;7,6
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0432;voda;vooropleiding dansvakonderwijs; ;0;0;7;7,2;0;,0;0;,0;0;,0;7,1
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;12;6,8;12;6,8;12;6,4;12;6,4;6,5
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;12;7,1;12;7,1;12;7,4;12;7,4;7,2
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;5;7,7;5;7,7;5;7,8;5;7,8;7,8
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;7;7,6;7;7,6;7;6,8;7;6,8;7,1
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;12;7,9;0;,0;0;,0;0;,0;8,3
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1021;ges;geschiedenis; ;0;0;12;6,7;12;6,7;12;6,2;12;6,2;6,3
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1022;econ;economie; ;0;0;8;6,6;8;6,6;8;6,0;8;6,0;6,5
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1024;wisA;wiskunde A; ;0;0;11;6,9;11;6,9;11;7,3;11;7,3;7,2
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1025;wisB;wiskunde B; ;0;0;1;6,5;1;6,5;1;6,2;1;6,2;6,0
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1031;kumu;kunst (muziek); ;0;0;5;7,9;5;7,9;5;8,0;5;8,0;8,0
2021;02VG;03;Unie Noord;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1033;kuda;kunst (dans); ;0;0;7;7,2;7;7,2;7;7,4;7;7,4;7,4
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0161;in;informatica; ;0;0;16;7,1;0;,0;0;,0;0;,0;7,4
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;11;11;0;,0;0;,0;0;,0;0;,0;,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;6;6;0;,0;0;,0;0;,0;0;,0;,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;0400;beco;bedrijfseconomie; ;0;0;2;5,4;2;5,4;2;4,7;2;4,7;5,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;17;6,8;17;6,8;17;6,3;17;6,3;6,5
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur; ;0;0;17;7,0;17;7,0;17;6,5;17;6,5;6,7
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur; ;0;0;8;6,5;8;6,5;8;6,2;8;6,2;6,4
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;7;6,6;7;6,6;7;5,1;7;5,1;5,9
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1008;tutl;Turkse taal en literatuur; ;0;0;1;6,6;1;6,6;1;7,3;1;7,3;7,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1018;biol;biologie; ;0;0;16;5,8;16;5,8;16;5,9;16;5,9;5,8
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1019;maat;maatschappijleer; ;0;0;17;6,1;0;,0;0;,0;0;,0;6,1
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;17;7,2;0;,0;0;,0;0;,0;7,4
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1021;ges;geschiedenis; ;0;0;1;7,6;1;7,6;1;5,0;1;5,0;6,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1022;econ;economie; ;0;0;2;6,3;2;6,3;2;6,6;2;6,6;6,5
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1023;nat;natuurkunde; ;0;0;11;6,2;11;6,2;11;6,6;11;6,6;6,5
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1024;wisA;wiskunde A; ;0;0;9;6,1;9;6,1;9;6,4;9;6,4;6,3
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1025;wisB;wiskunde B; ;0;0;8;6,9;8;6,9;8;7,5;8;7,5;7,3
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1028;schk;scheikunde; ;0;0;16;6,2;16;6,2;16;6,0;16;6,0;6,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie; ;0;0;6;6,9;0;,0;0;,0;0;,0;7,0
2021;02VG;22;UN - locatie Lyceum Kralingen;0599;ROTTERDAM;ROTTERDAM;Zuid-Holland;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;6;7,7;0;,0;0;,0;0;,0;7,8
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;0131;ak;aardrijkskunde; ;0;0;15;6,6;15;6,6;15;6,2;15;6,2;6,5
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;0161;in;informatica; ;0;0;10;7,8;0;,0;0;,0;0;,0;7,9
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;0353;lo;lichamelijke opvoeding;G;29;29;0;,0;0;,0;0;,0;0;,0;,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;0353;lo;lichamelijke opvoeding;V;12;12;0;,0;0;,0;0;,0;0;,0;,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;0400;beco;bedrijfseconomie; ;0;0;7;6,8;7;6,8;7;6,1;7;6,1;6,4
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1001;netl;Nederlandse taal en literatuur; ;0;0;41;6,8;41;6,8;41;5,9;41;5,9;6,4
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1002;entl;Engelse taal en literatuur; ;0;0;41;7,1;41;7,1;41;6,8;41;6,8;7,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1003;fatl;Franse taal en literatuur; ;0;0;14;6,6;14;6,6;14;6,5;14;6,5;6,5
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1004;dutl;Duitse taal en literatuur; ;0;0;22;6,5;21;6,5;22;6,1;21;6,0;6,3
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1018;biol;biologie; ;0;0;20;7,3;19;7,2;20;6,5;19;6,6;6,9
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1019;maat;maatschappijleer; ;0;0;41;7,2;0;,0;0;,0;0;,0;7,2
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1020;ckv;culturele en kunstzinnige vorming; ;0;0;30;7,6;0;,0;0;,0;0;,0;7,6
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1021;ges;geschiedenis; ;0;0;17;6,7;16;6,7;17;5,8;16;5,8;6,3
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1022;econ;economie; ;0;0;20;6,5;20;6,5;20;5,3;20;5,3;6,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1023;nat;natuurkunde; ;0;0;24;6,8;24;6,8;24;6,4;24;6,4;6,7
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1024;wisA;wiskunde A; ;0;0;23;6,3;21;6,1;23;6,2;21;6,0;6,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1025;wisB;wiskunde B; ;0;0;20;7,0;20;7,0;20;6,3;20;6,3;6,7
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1028;schk;scheikunde; ;0;0;25;6,6;25;6,6;25;7,2;25;7,2;7,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1030;kubv;kunst (beeldende vormgeving); ;0;0;3;7,7;3;7,7;3;7,4;3;7,4;7,3
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1031;kumu;kunst (muziek); ;0;0;9;7,1;8;7,1;9;6,7;8;6,7;7,0
2021;02VJ;00;Ubbo Emmius;0037;STADSKANAAL;STADSKANAAL;Groningen;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007); ;0;0;9;7,1;0;,0;0;,0;0;,0;7,1
