"ID";"Onderwijssectoren";"Perioden";"TotaalUitgavenAanOnderwijs_1";"TotaalOverheid_2";"TotaalAanOnderwijsinstellingen_3";"LumpsumFinanciering_4";"Contractonderzoek_5";"Apparaatskosten_6";"TotaalSubsidieEnFiscaleRegelingen_7";"EducatiefDeelDagbestPeuterspeelz_8";"Leerlingenvervoer_9";"OnderwijsvoorzieningenJonggehandicapten_10";"TegemoetkomingSchoolkosten_11";"BegeleidingskostenLeerBedrijven_12";"StudiefinancieringGiften_13";"StudiefinancieringLeningen_14";"TotaalOntvangsten_15";"EUSubsidieregelingen_16";"TerugontvangenStudiefinancieringEn_17";"RenteOpStudieleningen_18";"AflossingenOpStudieleningen_19";"TotaalHuishoudens_20";"TotaalAanOnderwijsinstellingen_21";"LesEnCollegegeldBekostigdOnderwijs_22";"LesEnCollegegeldParticulOnderwijs_23";"OuderbijdragenEnSchoolactiviteiten_24";"TotaalOverigeUitgaven_25";"EducatiefDeelDagbestPeuterspeelz_26";"BoekenLeermiddelenOVEnBijles_27";"TeveelOntvangenStudiefinancieringEn_28";"RenteOpStudieleningen_29";"AflossingenOpStudieleningen_30";"TotaalOntvangenBijdragen_31";"KinderopvangtoeslagEducatiefDeel_32";"OnderwijsvoorzieningenJonggehandicapten_33";"TegemoetkomingSchoolkosten_34";"StudiebeurzenVanBedrijven_35";"StudiefinancieringVoorLesEnColl_36";"StudiefinancieringVoorLevensonderhoud_37";"StudiefinancieringLeningen_38";"TotaalBedrijven_39";"TotaalAanOnderwijsinstellingen_40";"BegeleidingDualeLeerlingenStagiairs_41";"LesEnCollegegeldParticulOnderwijs_42";"Contractonderzoek_43";"TotaalOverigeUitgaven_44";"KinderopvangtoeslagEducatiefDeel_45";"Studiebeurzen_46";"TotaalOntvangenSubsidies_47";"Leerlingenvervoer_48";"BegeleidingskostenLeerBedrijven_49";"TotaalBuitenland_50";"TotaalAanOnderwijsinstellingen_51";"InternationaleMiddelen_52";"Contractonderzoek_53";"EUSubsidieregelingen_54";"TotaalUitgavenAanOnderwijs_55";"InBbp_56";"PerHoofdVanDeBevolking_57";"TotaalOverheidsuitgavenAanOnderwijs_58";"InBbp_59";"InVanDeTotaleOverheidsuitgaven_60";"TotaalAanOnderwijsinstellingen_61";"TotaalInBbp_62";"Overheid_63";"HuishoudensBedrijvenBuitenland_64";"PerDeelnemerInclusiefRD_65";"PerDeelnemerExclusiefRD_66"
"249";"A048426";"2020JJ00";"6734";"4625";"3615";"    3497";"      38";"80";"1045";"";"";"       3";"";"32";"1010";"1227";"35";"0";"12";"23";"409";"1193";"1078";"880";"198";"";"518";"";"482";"12";"23";"409";"403";"";"       3";"";"0";"400";"610";"1227";"905";"937";"712";"145";"80";"";"";"0";"32";"";"32";"11";"11";"0";"11";"0";"    6734";"0.8";"387";"5887";"0.7";"1.5";"5641";"     0.7";"0.5";"0.3";"   11801";"   11219"
"250";"A048426";"2021JJ00";"7528";"5632";"4412";"    4288";"      35";"89";"1248";"";"";"       3";"";"41";"1204";"1151";"28";"0";"10";"18";"424";"972";"977";"774";"203";"";"569";"";"541";"10";"18";"424";"574";"";"       3";"";"0";"571";"633";"1151";"914";"955";"732";"148";"75";"";"";"0";"41";"";"41";"10";"10";"0";"10";"0";"    7527";"0.9";"431";"6811";"0.7";"1.7";"6354";"     0.7";"0.5";"0.2";"   12898";"   12301"
"251";"A048426";"2022JJ00";"7634";"5775";"4756";"    4629";"      34";"94";"1040";"";"";"       3";"";"53";"983";"1184";"21";"0";"9";"13";"451";"901";"874";"660";"214";"";"543";"";"522";"9";"13";"451";"516";"";"       3";"";"0";"513";"470";"1184";"949";"1002";"775";"156";"71";"";"";"0";"53";"";"53";"10";"10";"0";"10";"0";"    7634";"0.8";"434";"6980";"0.7";"1.6";"6642";"     0.7";"0.5";"0.2";"   13583";"   13015"
"252";"A048427";"1995JJ00";".";".";".";"       .";"       .";".";".";"";"";"       .";"";"0";".";".";".";"0";".";".";".";".";".";".";".";"";".";"";".";".";".";".";".";"";"       .";"";".";".";".";".";".";".";".";".";".";".";"";".";".";"";".";".";".";"0";".";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"253";"A048427";"1996JJ00";".";".";".";"       .";"       .";".";".";"";"";"       .";"";".";".";".";".";"0";".";".";".";".";".";".";".";"";".";"";".";".";".";".";".";"";"       .";"";".";".";".";".";".";".";".";".";".";".";"";".";".";"";".";".";".";"0";".";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"254";"A048427";"1997JJ00";"3448";"2842";"2616";"    2374";"     219";"23";"346";"";"";"       .";"";"0";"346";"144";"120";"0";"60";"60";"51";"283";"270";"182";"89";"";"196";"";"76";"60";"60";"51";"183";"";"       .";"";"4";"179";"167";"144";"262";"258";"0";"58";"200";"4";"";"4";"0";"";"0";"61";"61";"0";"61";"0";"    3448";"0.9";"221";"3106";"0.8";"1.9";"3205";"     0.9";"0.7";"0.2";"   17672";"    7083"
"255";"A048427";"1998JJ00";"3501";"2728";"2693";"    2449";"     220";"24";"137";"";"";"       .";"";"0";"137";"230";"102";"0";"54";"48";"59";"391";"291";"195";"97";"";"180";"";"78";"54";"48";"59";"81";"";"       .";"";"5";"76";"61";"230";"317";"312";"0";"63";"248";"5";"";"5";"0";"";"0";"66";"66";"0";"66";"0";"    3501";"0.9";"224";"3060";"0.8";"1.8";"3362";"     0.9";"0.7";"0.2";"   18749";"    7458"
"256";"A048427";"1999JJ00";"3689";"2899";"2804";"    2568";"     208";"27";"188";"";"";"       .";"";"0";"188";"226";"92";"0";"50";"42";"55";"374";"307";"205";"101";"";"174";"";"82";"50";"42";"55";"106";"";"       .";"";"6";"100";"88";"226";"348";"342";"0";"67";"275";"6";"";"6";"0";"";"0";"68";"68";"0";"68";"0";"    3689";"0.9";"234";"3217";"0.8";"1.8";"3519";"     0.8";"0.7";"0.2";"   19541";"    8368"
"257";"A048427";"2000JJ00";"3854";"3049";"2926";"    2665";"     232";"29";"230";"";"";"       .";"";"0";"230";"285";"106";"0";"59";"48";"55";"342";"303";"198";"105";"";"195";"";"88";"59";"48";"55";"156";"";"       .";"";"6";"150";"80";"285";"385";"379";"0";"69";"310";"6";"";"6";"0";"";"0";"78";"78";"0";"78";"0";"    3854";"0.9";"243";"3440";"0.8";"1.8";"3685";"     0.8";"0.6";"0.2";"   20047";"    8006"
"258";"A048427";"2001JJ00";"4053";"3156";"3131";"    2821";"     278";"32";"122";"";"";"       .";"";"0";"122";"375";"97";"0";"56";"41";"60";"448";"344";"227";"117";"";"188";"";"91";"56";"41";"60";"84";"";"       .";"";"5";"79";"43";"375";"378";"373";"0";"77";"296";"5";"";"5";"0";"";"0";"71";"71";"0";"71";"0";"    4053";"0.8";"254";"3628";"0.8";"1.8";"3919";"     0.8";"0.6";"0.2";"   20667";"    7790"
"259";"A048427";"2002JJ00";"4463";"3375";"3381";"    3024";"     319";"38";"91";"";"";"       .";"";"0";"91";"407";"97";"0";"47";"50";"65";"549";"375";"243";"131";"";"197";"";"99";"47";"50";"65";"22";"";"       .";"";"9";"13";"78";"407";"440";"431";"0";"104";"327";"9";"";"9";"0";"";"0";"100";"100";"0";"100";"0";"    4463";"0.9";"277";"3879";"0.8";"1.8";"4286";"     0.9";"0.7";"0.2";"   21624";"    8367"
"260";"A048427";"2003JJ00";"4745";"3653";"3523";"    3108";"     383";"31";"233";"";"";"       .";"";"0";"233";"433";"103";"0";"51";"52";"75";"530";"429";"273";"156";"";"212";"";"109";"51";"52";"75";"110";"";"       .";"";"12";"98";"135";"433";"461";"449";"0";"122";"328";"12";"";"12";"0";"";"0";"101";"101";"0";"101";"0";"    4745";"0.9";"293";"4189";"0.8";"1.8";"4502";"     0.9";"0.7";"0.2";"   21644";"    8454"
"261";"A048427";"2004JJ00";"4909";"3746";"3603";"    3175";"     400";"29";"250";"";"";"       .";"";"0";"250";"489";"107";"0";"54";"53";"79";"577";"449";"296";"152";"";"225";"";"118";"54";"53";"79";"96";"";"       .";"";"12";"84";"166";"489";"470";"458";"0";"94";"364";"12";"";"12";"0";"";"0";"115";"115";"0";"115";"0";"    4909";"0.9";"302";"4342";"0.8";"1.9";"4625";"     0.9";"0.7";"0.2";"   21497";"    8641"
"262";"A048427";"2005JJ00";"5157";"3957";"3766";"    3291";"     446";"30";"279";"";"";"       .";"";"0";"279";"526";"88";"0";"36";"52";"83";"565";"466";"298";"167";"";"213";"";"126";"36";"52";"83";"114";"";"       .";"";"12";"102";"178";"526";"501";"489";"0";"94";"395";"12";"";"12";"0";"";"0";"134";"134";"0";"134";"0";"    5157";"0.9";"316";"4572";"0.8";"2.0";"4854";"     0.9";"0.7";"0.2";"   21654";"    8477"
"263";"A048427";"2006JJ00";"5236";"4108";"3867";"    3353";"     482";"32";"315";"";"";"       .";"";"0";"315";"660";"74";"0";"20";"54";"87";"486";"482";"316";"165";"";"203";"";"129";"20";"54";"87";"199";"";"       .";"";"16";"183";"132";"660";"486";"470";"0";"94";"376";"16";"";"16";"0";"";"0";"157";"157";"7";"150";"0";"    5236";"0.9";"321";"4841";"0.8";"1.9";"4975";"     0.9";"0.7";"0.2";"   21890";"    8573"
"264";"A048427";"2007JJ00";"5534";"4124";"3985";"    3470";"     487";"28";"224";"";"";"       .";"";"0";"224";"683";"85";"0";"28";"57";"98";"708";"513";"330";"183";"";"219";"";"134";"28";"57";"98";"24";"";"       .";"";"19";"5";"218";"683";"553";"534";"0";"142";"391";"19";"";"19";"0";"";"0";"150";"150";"11";"139";"0";"    5534";"0.9";"338";"4892";"0.8";"1.9";"5182";"     0.8";"0.6";"0.2";"   21941";"    8921"
"265";"A048427";"2008JJ00";"5849";"4394";"4173";"    3637";"     505";"31";"323";"";"";"       .";"";"0";"323";"715";"102";"0";"35";"67";"116";"596";"535";"344";"191";"";"242";"";"139";"35";"67";"116";"181";"";"       .";"";"17";"164";"159";"715";"650";"633";"0";"151";"483";"17";"";"17";"0";"";"0";"210";"210";"11";"199";"0";"    5849";"0.9";"357";"5212";"0.8";"1.9";"5551";"     0.9";"0.6";"0.2";"   22848";"    9094"
"266";"A048427";"2009JJ00";"6182";"4537";"4351";"    3735";"     578";"38";"298";"";"";"       1";"";"0";"297";"704";"113";"0";"32";"81";"137";"698";"563";"372";"191";"";"260";"";"147";"32";"81";"137";"125";"";"       1";"";"12";"112";"185";"704";"741";"729";"0";"158";"571";"12";"";"12";"0";"";"0";"207";"207";"12";"195";"0";"    6182";"1.0";"375";"5354";"0.9";"1.8";"5850";"     0.9";"0.7";"0.2";"   23087";"    9025"
"267";"A048427";"2010JJ00";"6384";"4747";"4517";"    3782";"     688";"47";"347";"";"";"       1";"";"0";"346";"740";"116";"0";"31";"85";"146";"725";"582";"408";"174";"";"274";"";"158";"31";"85";"146";"132";"";"       1";"";"10";"121";"225";"740";"671";"661";"0";"131";"530";"10";"";"10";"0";"";"0";"241";"241";"10";"231";"0";"    6384";"1.0";"385";"5603";"0.9";"1.8";"6000";"     0.9";"0.7";"0.2";"   22821";"    9352"
"268";"A048427";"2011JJ00";"6815";"5204";"4640";"    3883";"     708";"48";"676";"";"";"       1";"";"0";"674";"730";"111";"0";"28";"83";"137";"585";"624";"434";"190";"";"273";"";"162";"28";"83";"137";"311";"";"       1";"";"25";"285";"390";"730";"764";"739";"0";"141";"598";"25";"";"25";"0";"";"0";"262";"262";"9";"253";"0";"    6815";"1.0";"409";"6045";"0.9";"2.0";"6264";"     1.0";"0.7";"0.2";"   23254";"    8937"
"269";"A048427";"2012JJ00";"6843";"4950";"4748";"    3942";"     759";"47";"315";"";"";"       2";"";"0";"314";"754";"113";"0";"34";"79";"142";"844";"681";"467";"214";"";"274";"";"161";"34";"79";"142";"110";"";"       2";"";"20";"89";"225";"754";"766";"746";"";"156";"590";"20";"";"20";"";"";"";"282";"282";"9";"273";"0";"    6843";"1.0";"409";"5817";"0.9";"1.9";"6457";"     1.0";"0.7";"0.3";"   23770";"    9831"
"270";"A048427";"2013JJ00";"7042";"5130";"4823";"    4020";"     753";"51";"411";"";"";"       2";"";"0";"410";"733";"105";"0";"35";"70";"147";"827";"709";"485";"224";"";"270";"";"165";"35";"70";"147";"151";"";"       2";"";"18";"132";"278";"733";"763";"745";"";"164";"581";"18";"";"18";"";"";"";"322";"322";"10";"312";"0";"    7042";"1.1";"420";"5968";"0.9";"1.9";"6599";"     1.0";"0.7";"0.3";"   24199";"    9807"
"271";"A048427";"2014JJ00";"7141";"5263";"4857";"    4092";"     714";"51";"498";"";"";"       1";"";"0";"497";"824";"92";"0";"32";"61";"165";"740";"761";"518";"243";"";"265";"";"172";"32";"61";"165";"286";"";"       1";"";"17";"268";"229";"824";"789";"772";"";"178";"593";"17";"";"17";"";"";"";"349";"349";"8";"341";"0";"    7141";"1.1";"425";"6179";"0.9";"2.0";"6741";"     1.0";"0.7";"0.3";"   23878";"    9377"
"272";"A048427";"2015JJ00";"7458";"5271";"4976";"    4170";"     761";"45";"386";"";"";"       2";"";"0";"384";"856";"91";"0";"36";"55";"193";"1011";"825";"563";"262";"";"271";"";"180";"36";"55";"193";"85";"";"       2";"";"18";"65";"319";"856";"805";"787";"";"192";"595";"18";"";"18";"";"";"";"371";"371";"7";"364";"0";"    7458";"1.1";"441";"6218";"0.9";"2.0";"6959";"     1.0";"0.8";"0.3";"   23741";"    9364"
"273";"A048427";"2016JJ00";"7564";"5632";"5080";"    4277";"     757";"46";"628";"";"";"       2";"";"0";"626";"942";"76";"0";"32";"44";"215";"768";"884";"614";"270";"";"277";"";"201";"32";"44";"215";"393";"";"       2";"";"17";"374";"253";"942";"798";"781";"";"198";"583";"17";"";"17";"";"";"";"365";"365";"7";"358";"0";"    7564";"1.1";"446";"6650";"0.9";"2.2";"7110";"     1.0";"0.7";"0.3";"   23449";"    9981"
"274";"A048427";"2017JJ00";"7838";"5388";"5217";"    4394";"     779";"44";"248";"";"";"       2";"";"0";"246";"910";"77";"0";"38";"39";"247";"1211";"953";"657";"296";"";"302";"";"225";"38";"39";"250";"44";"";"       2";"";"18";"24";"222";"910";"829";"811";"";"217";"594";"18";"";"18";"0";"";"0";"409";"409";"6";"403";"0";"    7838";"1.1";"459";"6375";"0.9";"2.0";"7390";"     1.0";"0.7";"0.3";"   22983";"    9782"
"275";"A048427";"2018JJ00";"8178";"6045";"5425";"    4614";"     766";"45";"678";"";"";"       2";"";"0";"676";"903";"58";"0";"22";"36";"284";"847";"980";"691";"289";"";"309";"";"251";"22";"36";"284";"442";"";"       2";"";"23";"417";"258";"903";"857";"834";"";"212";"622";"23";"";"23";"0";"";"0";"429";"429";"10";"419";"0";"    8178";"1.1";"476";"7005";"0.9";"2.1";"7668";"     1.0";"0.7";"0.3";"   22521";"    9839"
"276";"A048427";"2019JJ00";"8632";"6226";"5776";"    4880";"     844";"52";"488";"";"";"       2";"";"0";"486";"906";"38";"0";"14";"24";"309";"1073";"1016";"721";"295";"";"322";"";"284";"14";"24";"309";"265";"";"       2";"";"22";"241";"245";"906";"893";"871";"";"217";"654";"22";"";"22";"0";"";"0";"440";"440";"7";"433";"0";"    8632";"1.1";"500";"7170";"0.9";"2.1";"8103";"     1.0";"0.7";"0.3";"   22850";"    9737"
"277";"A048427";"2020JJ00";"9010";"6466";"6003";"    5159";"     789";"55";"495";"";"";"       2";"";"0";"493";"1000";"32";"0";"11";"21";"355";"1168";"1086";"783";"303";"";"353";"";"321";"11";"21";"355";"271";"";"       2";"";"59";"210";"283";"1001";"911";"852";"";"222";"630";"59";"";"59";"0";"";"0";"465";"465";"12";"453";"0";"    9010";"1.1";"517";"7498";"1.0";"2.0";"8406";"     1.1";"0.7";"0.3";"   22580";"    9509"
"278";"A048427";"2021JJ00";"9861";"7355";"6735";"    5805";"     867";"63";"646";"";"";"       2";"";"0";"644";"998";"26";"0";"10";"16";"394";"1105";"1050";"739";"311";"";"396";"";"370";"10";"16";"394";"341";"";"       2";"";"30";"309";"335";"998";"933";"903";"";"228";"675";"30";"";"30";"0";"";"0";"468";"468";"9";"459";"0";"    9861";"1.1";"564";"8379";"1.0";"2.1";"9156";"     1.1";"0.8";"0.3";"   23271";"    9726"
"279";"A048427";"2022JJ00";"10251";"7763";"7274";"    6359";"     845";"69";"510";"";"";"       2";"";"0";"508";"1094";"21";"0";"8";"12";"441";"1105";"1024";"696";"328";"";"390";"";"369";"8";"12";"441";"309";"";"       2";"";"32";"275";"233";"1094";"931";"899";"";"241";"658";"32";"";"32";"0";"";"0";"453";"453";"6";"447";"0";"   10251";"1.1";"583";"8878";"1.0";"2.2";"9650";"     1.0";"0.8";"0.2";"   23806";"   10296"
